,congress_idx_dallas,original row,Round,rand,text,Label_dallas,Notes_dallas,King James Bible_dallas,American Standard Version_dallas,Douay-Rheims Bible_dallas,Darby Bible Translation_dallas,English Revised Version_dallas,Webster Bible Translation_dallas,World English Bible_dallas,Young's Literal Translation_dallas,American King James Version_dallas,0_dallas,Match_dallas,congress_idx_lavinia,Label_lavinia,Notes_lavinia,King James Bible_lavinia,American Standard Version_lavinia,Douay-Rheims Bible_lavinia,Darby Bible Translation_lavinia,English Revised Version_lavinia,Webster Bible Translation_lavinia,World English Bible_lavinia,Young's Literal Translation_lavinia,American King James Version_lavinia,0_lavinia,Match_lavinia,label_emb,label_ngm,label_emb_perc,label_emb_bin,stratum,weight,label_ngm_bin,label_emb_ngm_or,label_emb_ngm_and
40,1116177,13,1.0,0.04905028506,"And then the Lord says: When you did this for the least of my brethren, you did it for me.",Match,,"And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye have done it unto one of the least of these my brethren, ye have done it unto me.","And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye did it unto one of these my brethren, even these least, ye did it unto me.","And the king answering, shall say to them: Amen I say to you, as long as you did it to one of these my least brethren, you did it to me. ","And the King answering shall say to them, Verily, I say to you, Inasmuch as ye have done it to one of the least of these my brethren, ye have done it to me.","And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye did it unto one of these my brethren, even these least, ye did it unto me.","And the king will answer and say to them, Verily I say to you, Inasmuch as ye have done it to one of the least of these my brethren, ye have done it to me.","|The King will answer them, 'Most certainly I tell you, inasmuch as you did it to one of the least of these my brothers, you did it to me.'","And the king answering, shall say to them, Verily I say to you, Inasmuch as ye did it to one of these my brethren &#8212; the least &#8212; to me ye did it.","And the King shall answer and say to them, Truly I say to you, Inasmuch as you have done it to one of the least of these my brothers, you have done it to me.",0.8617953378,1,1116177,Match,,"And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye have done it unto one of the least of these my brethren, ye have done it unto me.","And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye did it unto one of these my brethren, even these least, ye did it unto me.","And the king answering, shall say to them: Amen I say to you, as long as you did it to one of these my least brethren, you did it to me. ","And the King answering shall say to them, Verily, I say to you, Inasmuch as ye have done it to one of the least of these my brethren, ye have done it to me.","And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye did it unto one of these my brethren, even these least, ye did it unto me.","And the king will answer and say to them, Verily I say to you, Inasmuch as ye have done it to one of the least of these my brethren, ye have done it to me.","|The King will answer them, 'Most certainly I tell you, inasmuch as you did it to one of the least of these my brothers, you did it to me.'","And the king answering, shall say to them, Verily I say to you, Inasmuch as ye did it to one of these my brethren &#8212; the least &#8212; to me ye did it.","And the King shall answer and say to them, Truly I say to you, Inasmuch as you have done it to one of the least of these my brothers, you have done it to me.",0.08218363672,1,0.6966524531159208,2.0,7,0,7,0.10666666666666667,0,0,0
41,133406,179,1.0,0.09234325392,"When one cashes a check, a bank does not make them send in a utility bill or a driver's license.",Not Match,,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,"In the beginning God created heaven, and earth. ",In the beginning God created the heavens and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,In the beginning of God's preparing the heavens and the earth &#8212;,In the beginning God created the heaven and the earth.,0.6200038706,0,133406,Not Match,,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,"In the beginning God created heaven, and earth. ",In the beginning God created the heavens and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,In the beginning of God's preparing the heavens and the earth &#8212;,In the beginning God created the heaven and the earth.,0.1674888785,0,0.0,0.0,0,0,0,0.12,0,0,0
42,626128,42,1.0,0.8383320527,"The Old Testament prophet declares it is not by might, nor by power but by My Spirit, saith the Lord.",Match,,"Then he answered and spake unto me, saying, This is the word of the LORD unto Zerubbabel, saying, Not by might, nor by power, but by my spirit, saith the LORD of hosts.","Then he answered and spake unto me, saying, This is the word of Jehovah unto Zerubbabel, saying, Not by might, nor by power, but by my Spirit, saith Jehovah of hosts.","And he answered, and spoke to me, saying: This is the word of the Lord to Zorobabel, saying: Not with an army, nor by might, but by my spirit, saith the Lord of hosts. ","And he answered and spoke unto me, saying, This is the word of Jehovah unto Zerubbabel, saying, Not by might, nor by power, but by my Spirit, saith Jehovah of hosts.","Then he answered and spake unto me, saying, This is the word of the LORD unto Zerubbabel, saying, Not by might, nor by power, but by my spirit, saith the LORD of hosts.","Then he answered and spoke to me, saying, This is the word of the LORD to Zerubbabel, saying, Not by might, nor by power, but by my spirit, saith the LORD of hosts.","Then he answered and spoke to me, saying, |This is the word of Yahweh to Zerubbabel, saying, 'Not by might, nor by power, but by my Spirit,' says Yahweh of Armies.","And he answereth and speaketh unto me, saying: 'This is a word of Jehovah unto Zerubbabel, saying: Not by a force, nor by power, But &#8212; by My Spirit, said Jehovah of Hosts.","Then he answered and spoke to me, saying, This is the word of the LORD to Zerubbabel, saying, Not by might, nor by power, but by my spirit, said the LORD of hosts.",0.7710605754,1,626128,Match,,"Then he answered and spake unto me, saying, This is the word of the LORD unto Zerubbabel, saying, Not by might, nor by power, but by my spirit, saith the LORD of hosts.","Then he answered and spake unto me, saying, This is the word of Jehovah unto Zerubbabel, saying, Not by might, nor by power, but by my Spirit, saith Jehovah of hosts.","And he answered, and spoke to me, saying: This is the word of the Lord to Zorobabel, saying: Not with an army, nor by might, but by my spirit, saith the Lord of hosts. ","And he answered and spoke unto me, saying, This is the word of Jehovah unto Zerubbabel, saying, Not by might, nor by power, but by my Spirit, saith Jehovah of hosts.","Then he answered and spake unto me, saying, This is the word of the LORD unto Zerubbabel, saying, Not by might, nor by power, but by my spirit, saith the LORD of hosts.","Then he answered and spoke to me, saying, This is the word of the LORD to Zerubbabel, saying, Not by might, nor by power, but by my spirit, saith the LORD of hosts.","Then he answered and spoke to me, saying, |This is the word of Yahweh to Zerubbabel, saying, 'Not by might, nor by power, but by my Spirit,' says Yahweh of Armies.","And he answereth and speaketh unto me, saying: 'This is a word of Jehovah unto Zerubbabel, saying: Not by a force, nor by power, But &#8212; by My Spirit, said Jehovah of Hosts.","Then he answered and spoke to me, saying, This is the word of the LORD to Zerubbabel, saying, Not by might, nor by power, but by my spirit, said the LORD of hosts.",0.6993715911,1,0.5261425865450864,11.0,5,0,5,0.12666666666666668,1,1,0
43,2022512,251,1.0,0.4707182289,Let me tell you about just one of them.,Not Match,,"Thine eyes did see my substance, yet being unperfect; and in thy book all my members were written, which in continuance were fashioned, when as yet there was none of them.","Thine eyes did see mine unformed substance; And in thy book they were all written, Even the days that were ordained for me , When as yet there was none of them.","Thy eyes did see my imperfect being, and in thy book all shall be written: days shall be formed, and no one in them. ","Thine eyes did see my unformed substance, and in thy book all my members were written; during many days were they fashioned, when as yet there was none of them.","Thine eyes did see mine unperfect substance, and in thy book were all my members written, which day by day were fashioned, when as yet there was none of them.","Thy eyes saw my substance, yet being imperfect; and in thy book all my members were written, which in continuance were fashioned, when as yet there was none of them.","Your eyes saw my body. In your book they were all written, the days that were ordained for me, when as yet there were none of them.","Mine unformed substance Thine eyes saw, And on Thy book all of them are written, The days they were formed &#8212; And not one among them.","Your eyes did see my substance, yet being imperfect; and in your book all my members were written, which in continuance were fashioned, when as yet there was none of them.",0.03267289172,0,2022512,Not Match,,"Thine eyes did see my substance, yet being unperfect; and in thy book all my members were written, which in continuance were fashioned, when as yet there was none of them.","Thine eyes did see mine unformed substance; And in thy book they were all written, Even the days that were ordained for me , When as yet there was none of them.","Thy eyes did see my imperfect being, and in thy book all shall be written: days shall be formed, and no one in them. ","Thine eyes did see my unformed substance, and in thy book all my members were written; during many days were they fashioned, when as yet there was none of them.","Thine eyes did see mine unperfect substance, and in thy book were all my members written, which day by day were fashioned, when as yet there was none of them.","Thy eyes saw my substance, yet being imperfect; and in thy book all my members were written, which in continuance were fashioned, when as yet there was none of them.","Your eyes saw my body. In your book they were all written, the days that were ordained for me, when as yet there were none of them.","Mine unformed substance Thine eyes saw, And on Thy book all of them are written, The days they were formed &#8212; And not one among them.","Your eyes did see my substance, yet being imperfect; and in your book all my members were written, which in continuance were fashioned, when as yet there was none of them.",0.5870862203,0,0.0805666419656209,1.0,0,0,0,0.12,0,0,0
44,844054,188,1.0,0.9271060581,"According to his spokesman, the Holy Pontiff's goal is to establish a mode of Christian thinking to serve as a meaningful alternative to the humanist philosophies of the 20th century, such as Marxism and post-Modernism.",Not Match,,Endeavouring to keep the unity of the Spirit in the bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Careful to keep the unity of the Spirit in the bond of peace.,using diligence to keep the unity of the Spirit in the uniting bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Endeavoring to keep the unity of the Spirit in the bond of peace.,being eager to keep the unity of the Spirit in the bond of peace.,being diligent to keep the unity of the Spirit in the bond of the peace;,Endeavoring to keep the unity of the Spirit in the bond of peace.,0.5539560461,0,844054,Not Match,,Endeavouring to keep the unity of the Spirit in the bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Careful to keep the unity of the Spirit in the bond of peace.,using diligence to keep the unity of the Spirit in the uniting bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Endeavoring to keep the unity of the Spirit in the bond of peace.,being eager to keep the unity of the Spirit in the bond of peace.,being diligent to keep the unity of the Spirit in the bond of the peace;,Endeavoring to keep the unity of the Spirit in the bond of peace.,0.455486373,0,0.4066673397660205,1.0,4,0,4,0.10666666666666667,0,0,0
45,2354957,281,1.0,0.9072303145,"Without the faith that our judicial system has laws that are rationally and morally sound and faith that our judges will conduct themselves in a respectful and fair way toward prosecutors and defendants, we cannot have a justice system that endures.",Not Match,,"Knowing that a man is not justified by the works of the law, but by the faith of Jesus Christ, even we have believed in Jesus Christ, that we might be justified by the faith of Christ, and not by the works of the law: for by the works of the law shall no flesh be justified.","yet knowing that a man is not justified by the works of the law but through faith in Jesus Christ, even we believed on Christ Jesus, that we might be justified by faith in Christ, and not by the works of the law: because by the works of the law shall no flesh be justified.","But knowing that man is not justified by the works of the law, but by the faith of Jesus Christ; we also believe in Christ Jesus, that we may be justified by the faith of Christ, and not by the works of the law: because by the works of the law no flesh shall be justified. ","but knowing that a man is not justified on the principle of works of law nor but by the faith of Jesus Christ, we also have believed on Christ Jesus, that we might be justified on the principle of the faith of Christ; and not of works of law; because on the principle of works of law no flesh shall be justified.","yet knowing that a man is not justified by the works of the law, save through faith in Jesus Christ, even we believed on Christ Jesus, that we might be justified by faith in Christ, and not by the works of the law: because by the works of the law shall no flesh be justified.","Knowing that a man is not justified by the works of the law, but by the faith of Jesus Christ, even we have believed in Jesus Christ, that we may be justified by the faith of Christ, and not by the works of the law: for by the works of the law shall no flesh be justified.","yet knowing that a man is not justified by the works of the law but through faith in Jesus Christ, even we believed in Christ Jesus, that we might be justified by faith in Christ, and not by the works of the law, because no flesh will be justified by the works of the law.","having known also that a man is not declared righteous by works of law, if not through the faith of Jesus Christ, also we in Christ Jesus did believe, that we might be declared righteous by the faith of Christ, and not by works of law, wherefore declared righteous by works of law shall be no flesh.'","Knowing that a man is not justified by the works of the law, but by the faith of Jesus Christ, even we have believed in Jesus Christ, that we might be justified by the faith of Christ, and not by the works of the law: for by the works of the law shall no flesh be justified.",0.6738494741,0,2354957,Not Match,,"Knowing that a man is not justified by the works of the law, but by the faith of Jesus Christ, even we have believed in Jesus Christ, that we might be justified by the faith of Christ, and not by the works of the law: for by the works of the law shall no flesh be justified.","yet knowing that a man is not justified by the works of the law but through faith in Jesus Christ, even we believed on Christ Jesus, that we might be justified by faith in Christ, and not by the works of the law: because by the works of the law shall no flesh be justified.","But knowing that man is not justified by the works of the law, but by the faith of Jesus Christ; we also believe in Christ Jesus, that we may be justified by the faith of Christ, and not by the works of the law: because by the works of the law no flesh shall be justified. ","but knowing that a man is not justified on the principle of works of law nor but by the faith of Jesus Christ, we also have believed on Christ Jesus, that we might be justified on the principle of the faith of Christ; and not of works of law; because on the principle of works of law no flesh shall be justified.","yet knowing that a man is not justified by the works of the law, save through faith in Jesus Christ, even we believed on Christ Jesus, that we might be justified by faith in Christ, and not by the works of the law: because by the works of the law shall no flesh be justified.","Knowing that a man is not justified by the works of the law, but by the faith of Jesus Christ, even we have believed in Jesus Christ, that we may be justified by the faith of Christ, and not by the works of the law: for by the works of the law shall no flesh be justified.","yet knowing that a man is not justified by the works of the law but through faith in Jesus Christ, even we believed in Christ Jesus, that we might be justified by faith in Christ, and not by the works of the law, because no flesh will be justified by the works of the law.","having known also that a man is not declared righteous by works of law, if not through the faith of Jesus Christ, also we in Christ Jesus did believe, that we might be declared righteous by the faith of Christ, and not by works of law, wherefore declared righteous by works of law shall be no flesh.'","Knowing that a man is not justified by the works of the law, but by the faith of Jesus Christ, even we have believed in Jesus Christ, that we might be justified by the faith of Christ, and not by the works of the law: for by the works of the law shall no flesh be justified.",0.328040092,0,0.5073056920972634,0.0,5,0,5,0.12666666666666668,0,0,0
46,1839310,269,1.0,0.6017752329,"The forces of darkness have broken our hearts, but they have not broken our spirit.",Not Match,,"The people that walked in darkness have seen a great light: they that dwell in the land of the shadow of death, upon them hath the light shined.","The people that walked in darkness have seen a great light: they that dwelt in the land of the shadow of death, upon them hath the light shined.","The people that walked in darkness, have seen a great light: to them that dwelt in the region of the shadow of death, light is risen. ","the people that walked in darkness have seen a great light; they that dwelt in the land of the shadow of death, upon them light hath shone.","The people that walked in darkness have seen a great light: they that dwelt in the land of the shadow of death, upon them hath the light shined.","The people that walked in darkness have seen a great light: they that dwell in the land of the shades of death, upon them hath the light shined.","The people who walked in darkness have seen a great light. Those who lived in the land of the shadow of death, on them the light has shined.","The people who are walking in darkness Have seen a great light, Dwellers in a land of death-shade, Light hath shone upon them.","The people that walked in darkness have seen a great light: they that dwell in the land of the shadow of death, on them has the light shined.",0.9674218878,0,1839310,Not Match,,"The people that walked in darkness have seen a great light: they that dwell in the land of the shadow of death, upon them hath the light shined.","The people that walked in darkness have seen a great light: they that dwelt in the land of the shadow of death, upon them hath the light shined.","The people that walked in darkness, have seen a great light: to them that dwelt in the region of the shadow of death, light is risen. ","the people that walked in darkness have seen a great light; they that dwelt in the land of the shadow of death, upon them light hath shone.","The people that walked in darkness have seen a great light: they that dwelt in the land of the shadow of death, upon them hath the light shined.","The people that walked in darkness have seen a great light: they that dwell in the land of the shades of death, upon them hath the light shined.","The people who walked in darkness have seen a great light. Those who lived in the land of the shadow of death, on them the light has shined.","The people who are walking in darkness Have seen a great light, Dwellers in a land of death-shade, Light hath shone upon them.","The people that walked in darkness have seen a great light: they that dwell in the land of the shadow of death, on them has the light shined.",0.4478360403,0,0.6351894486484913,1.0,6,0,6,0.1,0,0,0
47,708665,152,1.0,0.5168243697,Employers can participate in this program in a number of cost- effective ways.,Not Match,,Endeavouring to keep the unity of the Spirit in the bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Careful to keep the unity of the Spirit in the bond of peace.,using diligence to keep the unity of the Spirit in the uniting bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Endeavoring to keep the unity of the Spirit in the bond of peace.,being eager to keep the unity of the Spirit in the bond of peace.,being diligent to keep the unity of the Spirit in the bond of the peace;,Endeavoring to keep the unity of the Spirit in the bond of peace.,0.2394952034,0,708665,Not Match,,Endeavouring to keep the unity of the Spirit in the bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Careful to keep the unity of the Spirit in the bond of peace.,using diligence to keep the unity of the Spirit in the uniting bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Endeavoring to keep the unity of the Spirit in the bond of peace.,being eager to keep the unity of the Spirit in the bond of peace.,being diligent to keep the unity of the Spirit in the bond of the peace;,Endeavoring to keep the unity of the Spirit in the bond of peace.,0.177803139,0,0.0767945256072362,0.0,0,0,0,0.12,0,0,0
48,1028976,263,1.0,0.5269822043,"I have been encouraged as a member of the House Judiciary Committee bipartisan task force on over-criminalization by the willingness of Democrats and Republicans, conservatives and progressives, to try to work together to solve this issue of a broken criminal justice system that we have got in America.",Not Match,,The LORD is nigh unto them that are of a broken heart; and saveth such as be of a contrite spirit.,"Jehovah is nigh unto them that are of a broken heart, And saveth such as are of a contrite spirit.",The Lord is nigh unto them that are of a contrite heart: and he will save the humble of spirit.,"Jehovah is nigh to those that are of a broken heart, and saveth them that are of a contrite spirit.","The LORD is nigh unto them that are of a broken heart, and saveth such as be of a contrite spirit.",The LORD is nigh to them that are of a broken heart; and saveth such as are of a contrite spirit.,"Yahweh is near to those who have a broken heart, and saves those who have a crushed spirit.","Near is Jehovah to the broken of heart, And the bruised of spirit He saveth.",The LORD is near to them that are of a broken heart; and saves such as be of a contrite spirit.,0.9060222857,0,1028976,Not Match,,The LORD is nigh unto them that are of a broken heart; and saveth such as be of a contrite spirit.,"Jehovah is nigh unto them that are of a broken heart, And saveth such as are of a contrite spirit.",The Lord is nigh unto them that are of a contrite heart: and he will save the humble of spirit.,"Jehovah is nigh to those that are of a broken heart, and saveth them that are of a contrite spirit.","The LORD is nigh unto them that are of a broken heart, and saveth such as be of a contrite spirit.",The LORD is nigh to them that are of a broken heart; and saveth such as are of a contrite spirit.,"Yahweh is near to those who have a broken heart, and saves those who have a crushed spirit.","Near is Jehovah to the broken of heart, And the bruised of spirit He saveth.",The LORD is near to them that are of a broken heart; and saves such as be of a contrite spirit.,0.1816836281,0,0.2786543876469683,1.0,2,0,2,0.14666666666666667,0,0,0
49,1971360,134,1.0,0.2078542325,It also establishes a 1.0-practice expense floor for physicians in those particular States.,Not Match,,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,"In the beginning God created heaven, and earth. ",In the beginning God created the heavens and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,In the beginning of God's preparing the heavens and the earth &#8212;,In the beginning God created the heaven and the earth.,0.6742457944,0,1971360,Not Match,,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,"In the beginning God created heaven, and earth. ",In the beginning God created the heavens and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,In the beginning of God's preparing the heavens and the earth &#8212;,In the beginning God created the heaven and the earth.,0.9931790435,0,0.0,0.0,0,0,0,0.12,0,0,0
50,1194316,244,2.0,0.6168618082,And let it be as it was for Jesus.,Not Match,,"And forgive us our debts, as we forgive our debtors.","And forgive us our debts, as we also have forgiven our debtors.","And forgive us our debts, as we also forgive our debtors. ","and forgive us our debts, as we also forgive our debtors,","And forgive us our debts, as we also have forgiven our debtors.","And forgive us our debts, as we forgive our debtors.","Forgive us our debts, as we also forgive our debtors.","And forgive us our debts, as also we forgive our debtors.","And forgive us our debts, as we forgive our debtors.",0.4057822675,0,1194316,Not Match,,"And forgive us our debts, as we forgive our debtors.","And forgive us our debts, as we also have forgiven our debtors.","And forgive us our debts, as we also forgive our debtors. ","and forgive us our debts, as we also forgive our debtors,","And forgive us our debts, as we also have forgiven our debtors.","And forgive us our debts, as we forgive our debtors.","Forgive us our debts, as we also forgive our debtors.","And forgive us our debts, as also we forgive our debtors.","And forgive us our debts, as we forgive our debtors.",0.5840630119,0,0.5356774610434304,1.0,5,0,5,0.12666666666666668,0,0,0
51,2056390,233,2.0,0.2788218105,I ask the body to consider them in your prayers.,Not Match,,"Continue in prayer, and watch in the same with thanksgiving;","Continue stedfastly in prayer, watching therein with thanksgiving;",Be instant in prayer; watching in it with thanksgiving:,"Persevere in prayer, watching in it with thanksgiving;","Continue stedfastly in prayer, watching therein with thanksgiving;","Continue in prayer, and watch in the same with thanksgiving;","Continue steadfastly in prayer, watching therein with thanksgiving;","In the prayer continue ye, watching in it in thanksgiving;"," Continue in prayer, and watch in the same with thanksgiving;",0.9964009536,0,2056390,Not Match,,"Continue in prayer, and watch in the same with thanksgiving;","Continue stedfastly in prayer, watching therein with thanksgiving;",Be instant in prayer; watching in it with thanksgiving:,"Persevere in prayer, watching in it with thanksgiving;","Continue stedfastly in prayer, watching therein with thanksgiving;","Continue in prayer, and watch in the same with thanksgiving;","Continue steadfastly in prayer, watching therein with thanksgiving;","In the prayer continue ye, watching in it in thanksgiving;"," Continue in prayer, and watch in the same with thanksgiving;",0.5697126883,0,0.6070568072422481,0.0,6,0,6,0.1,0,0,0
52,428320,99,2.0,0.7884575827,We have both been dedicated to strengthening and protecting the church and our particular dioceses.,Not Match,,"Praising God, and having favour with all the people. And the Lord added to the church daily such as should be saved.","praising God, and having favor with all the people. And the Lord added to them day by day those that were saved.","Praising God, and having favour with all the people. And the Lord increased daily together such as should be saved. ","praising God, and having favour with all the people; and the Lord added to the assembly daily those that were to be saved.","praising God, and having favour with all the people. And the Lord added to them day by day those that were being saved.","Praising God, and having favor with all the people. And the Lord added to the church daily such as should be saved.","praising God, and having favor with all the people. The Lord added to the assembly day by day those who were being saved.","praising God, and having favour with all the people, and the Lord was adding those being saved every day to the assembly.","Praising God, and having favor with all the people. And the Lord added to the church daily such as should be saved.",0.2016750322,0,428320,Not Match,,"Praising God, and having favour with all the people. And the Lord added to the church daily such as should be saved.","praising God, and having favor with all the people. And the Lord added to them day by day those that were saved.","Praising God, and having favour with all the people. And the Lord increased daily together such as should be saved. ","praising God, and having favour with all the people; and the Lord added to the assembly daily those that were to be saved.","praising God, and having favour with all the people. And the Lord added to them day by day those that were being saved.","Praising God, and having favor with all the people. And the Lord added to the church daily such as should be saved.","praising God, and having favor with all the people. The Lord added to the assembly day by day those who were being saved.","praising God, and having favour with all the people, and the Lord was adding those being saved every day to the assembly.","Praising God, and having favor with all the people. And the Lord added to the church daily such as should be saved.",0.2893420355,0,0.4628140289192768,0.0,4,0,4,0.10666666666666667,0,0,0
53,1925969,15,2.0,0.8262876365,"Therefore a man shall leave his father and mother and be joined to his wife, and they shall become one flesh.",Match,,"Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.","Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.","Wherefore a man shall leave father and mother, and shall cleave to his wife: and they shall be two in one flesh. ","Therefore shall a man leave his father and his mother, and cleave to his wife; and they shall become one flesh.","Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.","Therefore shall a man leave his father and his mother, and shall cleave to his wife: and they shall be one flesh.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.","therefore doth a man leave his father and his mother, and hath cleaved unto his wife, and they have become one flesh.","Therefore shall a man leave his father and his mother, and shall join to his wife: and they shall be one flesh.",0.6949648387,1,1925969,Match,,"Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.","Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.","Wherefore a man shall leave father and mother, and shall cleave to his wife: and they shall be two in one flesh. ","Therefore shall a man leave his father and his mother, and cleave to his wife; and they shall become one flesh.","Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.","Therefore shall a man leave his father and his mother, and shall cleave to his wife: and they shall be one flesh.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.","therefore doth a man leave his father and his mother, and hath cleaved unto his wife, and they have become one flesh.","Therefore shall a man leave his father and his mother, and shall join to his wife: and they shall be one flesh.",0.8920473024,1,0.9457869349640244,4.0,9,1,9,0.04,0,1,0
54,2060806,165,2.0,0.08042465037,"Mr. Speaker, I have a privileged motion at the desk.",Not Match,,I have glorified thee on the earth: I have finished the work which thou gavest me to do.,"I glorified thee on the earth, having accomplished the work which thou hast given me to do.",I have glorified thee on the earth; I have finished the work which thou gavest me to do.,"I have glorified thee on the earth, I have completed the work which thou gavest me that I should do it;","I glorified thee on the earth, having accomplished the work which thou hast given me to do.",I have glorified thee on the earth: I have finished the work which thou gavest me to do.,I glorified you on the earth. I have accomplished the work which you have given me to do.,"I did glorify Thee on the earth, the work I did finish that Thou hast given me, that I may do it.",I have glorified you on the earth: I have finished the work which you gave me to do.,0.6427188017,0,2060806,Not Match,,I have glorified thee on the earth: I have finished the work which thou gavest me to do.,"I glorified thee on the earth, having accomplished the work which thou hast given me to do.",I have glorified thee on the earth; I have finished the work which thou gavest me to do.,"I have glorified thee on the earth, I have completed the work which thou gavest me that I should do it;","I glorified thee on the earth, having accomplished the work which thou hast given me to do.",I have glorified thee on the earth: I have finished the work which thou gavest me to do.,I glorified you on the earth. I have accomplished the work which you have given me to do.,"I did glorify Thee on the earth, the work I did finish that Thou hast given me, that I may do it.",I have glorified you on the earth: I have finished the work which you gave me to do.,0.8146801432,0,0.278646631131885,1.0,2,0,2,0.14666666666666667,0,0,0
55,2026049,21,2.0,0.9843769626,"Mr. President, in the Christian faith, there is a saying: ``Greater love hath no man than this, that a man lay down his life for his friends.''",Match,,"Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love than this no man hath, that a man lay down his life for his friends. ","No one has greater love than this, that one should lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love has no one than this, that someone lay down his life for his friends.","greater love than this hath no one, that any one his life may lay down for his friends;","Greater love has no man than this, that a man lay down his life for his friends.",0.7498211674,1,2026049,Match,,"Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love than this no man hath, that a man lay down his life for his friends. ","No one has greater love than this, that one should lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love has no one than this, that someone lay down his life for his friends.","greater love than this hath no one, that any one his life may lay down for his friends;","Greater love has no man than this, that a man lay down his life for his friends.",0.9275271336,1,0.8427129729140539,17.0,8,0,8,0.08666666666666667,1,1,0
56,756351,208,2.0,0.06731871449,"Mr. President, let me say to my colleague, the ranking member of the Senate's Indian Affairs Committee--with whom, by the way, I know I have 2 more years--that I am so going to miss working with him.",Not Match,,"I have fought a good fight, I have finished my course, I have kept the faith:","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith. ","I have combated the good combat, I have finished the race, I have kept the faith.","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith:",I have fought the good fight. I have finished the course. I have kept the faith.,"the good strife I have striven, the course I have finished, the faith I have kept,","I have fought a good fight, I have finished my course, I have kept the faith:",0.6055601492,0,756351,Not Match,,"I have fought a good fight, I have finished my course, I have kept the faith:","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith. ","I have combated the good combat, I have finished the race, I have kept the faith.","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith:",I have fought the good fight. I have finished the course. I have kept the faith.,"the good strife I have striven, the course I have finished, the faith I have kept,","I have fought a good fight, I have finished my course, I have kept the faith:",0.7762414017,0,0.3346352493640045,1.0,3,0,3,0.08666666666666667,0,0,0
