,address,city,state,zip
2105,13006 Shelbyville Road Louisville,,Kentucky,40243
2106,3712 Carter's Valley Rd Church Hill,,Tennessee,37642
2107,1754 Kingmill Pike Bristol,,Virginia,24201
2108,1880 Highway 51 SE Bogue Chitto,,Mississippi,39629
2109,P.O. Box 242Camden,,Alabama,36726
2110,2130 4th Street Sacramento,,California,95818
2111,1720 Cherry AVE Charlottesville,,Virginia,22903
2112,2634 Drake Road Lebanon,,Ohio,45036
2113,371 Glasgow Rd Bella Vista,,Arkansas,72715
2114,P.O. Box 591Franklin,,Kentucky,42134
2115,501 N. Park Ave. Crandon,,Wisconsin,54520
2116,20781 W. Jordan Rd. Burlington,,Washington,98233
2117,9516 Mobile Dr Knoxville,,Tennessee,37922
2118,P.O. Box 248Archer,,Florida,32618
2119,7171 Hwy 95a N Molino,,Florida,32577
2120,590 Pump station  Lynnville,,Tennessee,38472
2121,1304 N. Parker Olathe,,Kansas,66061
2122,301 W Jefferson Mangum,,Oklahoma,73554
2123,2020 Wadlington Rd.  Sledge,,Mississippi,38670
2124,3594 Baxley Point Dr Suwanee,,Georgia,30024
2125,8264 Lone Star Rd Jacksonville,,Florida,32211
2126,1214 Plainview Circle Athens,,Alabama,35611
2127,5378 St. rt. 94w water Valley,,Kentucky,42085
2128,2200 Sunrise Ave Modeso,,California,95350
2129,P.O. Box 852Fort Smith,,Arkansas,72904
2130,251 N 1600 Rd. Lecompton,,Kansas,66604
2131,14864 101st St. Dyer,,Indiana,46311
2132,700 Walker Avenue Norfolk,,Virginia,23523
2133,812 Main Tarkio,,Missouri,64491
2134,8242 Reservoir Rd Collinsville,,Mississippi,39325
2135,1070 Park Avenue Meadville,,Pennsylvania,16335
2136,42444 56th St. West Quartz Hill,,California,93536
2137,1012 W Main St Monroe,,Washington,98272
2138,3729 Huckleberry Drive Fort Worth,,Texas,76137
2139,P.O. Box 3947Estes Park,,Colorado,80517
2140,1130 Temple Street Greeneville,,Tennessee,37745
2141,205 e. mack ave. Olney,,Illinois,62450
2142,19595 IH-10 West San Antonio,,Texas,78257
2143,103 Kimberling Blvd (PO Box 484) Kimberling City,,Missouri,65686
2144,1775 Old State Rt 34 Jonesborough,,Tennessee,37659
2145,3601 Taft Boulevard Wichita Falls,,Texas,76308
2146,522 South Independence Blvd Virginia Beach,,Virginia,23456
2147,P.O. Box 188Clear Lake,,Washington,98235
2148,1550 County Road 2 Millry,,Alabama,36558
2149,7450 Mexico Rd. St. Peters,,Missouri,63376
2150,5615 W. 64th Avenue Arvada,,Colorado,80003
2151,314 East San Joaquin Ave Tulare,,California,81003
2152,115 Little Jim Garrett Rd Mayland,,Tennessee,38555
2153,3118 Fordham Road Philadelphia,,Pennsylvania,19114
2154,1001 E.Third St. Long Beach,,California,90802
2155,17 CR 4239 Simms,,Texas,75574
2156,1400 S. 16th Street S. Park Ave Herrin,,Illinois,62948
2157,301 S. Jefferson St. Robinson,,Illinois,62454
2158,428 N. Walnut Danville,,Illinois,61832
2159,311 19th Street East Moline,,Illinois,61244
2160,648 Bar J Road Temple,,Georgia,30179
2161,1487 Roswell Road Marietta,,Georgia,30062
2162,637 lakewood Dr. Commerce,,Georgia,30529
2163,7721 Woodbine Road Woodbine,,Maryland,21179
2164,6100 Normandale Rd. Edina,,Minnesota,55436
2165,802 Xootz Road Angoon,,Alaska,99820
2166,P.O. Box 12171Knoxville,,Tennessee,37912
2167,993 Knowles Road Gurnee,,Illinois,60031
2168,4070 27th Ct. SE Salem,,Oregon,97302
2169,701 Polk St. Conway,,Arkansas,72032
2170,300 4th st. Dayton,,Oregon,97114
2171,836 W Selma St Dothan,,Alabama,36301
2172,P.O. Box 360Arcadia,,Louisiana,71001
2173,600 Colonial Dr Cleburne,,Texas,76033
2174,P.O. Box 1578Jamestown,,California,95327
2175,152 Stowe Ave Orange Park,,Florida,32073
2176,4800 Telluride Street Denver,,Colorado,80249
2177,4849 Hollister Avenue Santa Barbara,,California,93117
2178,P.O. Box 888Ashland,,Kentucky,41105
2179,300 E Angeleno Ave Burbank,,California,91506
2180,426 South 20th Street Louisville,,Kentucky,40203
2181,2340 Co Rd 73 Randolph,,Alabama,36792
2182,1009 North Sims Street Bryan,,Texas,77802
2183,2016 Trade Center Way Naples,,Florida,34109
2184,1313 5th Street Minneapolis,,Minnesota,55414
2185,2800 N. Main Street Edelstein,,Illinois,61526
2186,889 Ga Hy 24 Statesboro,,Georgia,30461
2187,558 Grandin Road Maineville,,Ohio,45039
2188,7519 Central Avenue Cleveland,,Ohio,44105
2189,908 Centerville Turnpike South Chesapeake,,Virginia,23322
2190,6780 N. Socrum Lp. Rd. Lakeland,,Florida,33809
2191,200 S Hwy 30 Sweetwater,,Oklahoma,73666
2192,1821 S Navajo Parker,,Arizona,85344
2193,3201 Frutas Ave. El Paso,,Texas,79905
2194,4915 Bygone Street Lehigh Acres,,Florida,33971
2195,208 Willowbend Road Peachtree City,,Georgia,30269
2196,6745 38th Ave. N. St. Petersburg,,Florida,33710
2197,1543 Piney Forest Rd. Danville,,Virginia,24540
2198,6601 Chapel Rd. Madison,,Ohio,44057
2199,1410 South Bus Hwy 61 Bowling Green,,Missouri,63334
2200,2347 St. Rd. 329 S Logansport,,Indiana,46947
2201,921 West 2nd Street Boone,,Iowa,50036
2202,P.O. Box 777Red Bay,,Alabama,35582
2203,1550 W. Drahner Rd. Oxford,,Michigan,48371
2204,201 North Fourth Heber Springs,,Arkansas,72543
2205,23075 Town Creek Drive Lexington Park,,Maryland,20653
2206,601 W.Bartlett Rd Bartlett,,Illinois,60103
2207,603 Sunset Dr. Norton,,Kansas,67654
2208,1421 N Meridian Ave Oklahoma City,,Oklahoma,73107
2209,16164 West Main Cut Off,,Louisiana,70345
2210,8022 Penwood Avenue Sparrows Point,,Maryland,21219
2211,623 School Dr [YMCA] Wadsworth,,Ohio,44281
2212,105 Elmwood Ave. Gadsden,,Alabama,35903
2213,8523 Providence Road Ooltewah,,Tennessee,37363
2214,3217 Village Dr. Huntsville,,Alabama,35816
2215,21032 Highway 183 Crescent,,Iowa,51526
2216,50 W 29 Street Hialeah,,Florida,33010
2217,P.O. Box 698Excel,,Alabama,36439
2218,11991 AUDELIA RD DALLAS,,Texas,75243
2219,2661 Merle Travis Hwy Beech Creek,,Kentucky,42321
2220,30220 Carmel Road Sun City,,California,92586
2221,533 Newcastle Street Brunswick,,Georgia,31520
2222,3083 Judson Bulloch Rd Warm Springs,,Georgia,31830
2223,P.O. Box 655Okemos,,Michigan,48805
2224,453 Division Ephrata,,Washington,98823
2225,375 Orchard Dr. Daleville,,Virginia,24038
2226,4065 Us Hwy 441 S Douglas,,Georgia,31535
2227,14836 Mud Fork Rd Falls Mills,,Virginia,24613
2228,324 Burchwood Bay Rd Hot Springs,,Arkansas,71913
2229,601 E. Robinson Ave Grovetown,,Georgia,30813
2230,7414 FN 71 Sulphur Springs,,Texas,75482
2231,610 BAIN ST SE Albany,,Oregon,97322
2232,114 life lane hot springs,,Arkansas,71913
2233,8081 S CR 475 E Muncie,,Indiana,47302
2234,P.O. Box 1447Globe,,Arizona,85532
2235,1817 State Street Racine,,Wisconsin,53404
2236,821 Douglas Street  Ansley,,Nebraska,68814
2237,805 Prospect Ave Windom,,Minnesota,56101
2238,5845 Route 166 W Rock Creek,,Ohio,44084
2239,509 W. Berckman Street Fruitland Park,,Florida,34731
2240,2109 Cincinnati pike Georgetown,,Kentucky,40324
2241,P.O. Box 237Malta,,Ohio,43758
2242,6200 Winton Road Fairfield,,Ohio,45014
2243,P.O. Box 5789Beaumont,,Texas,77726
2244,411 College St Georgetown,,Texas,78626
2245,581 Darrow Road Akron,,Ohio,44305
2246,305 W. Washington Edinburg,,Illinois,62531
2247,1615 Draper St Kingsburg,,California,93631
2248,2524 Medina Rd Medina,,Ohio,44256
2249,4141 Winters Street Sacramento,,California,95838
2250,2425 Marvin Rd. NE Lacey,,Washington,98516
2251,401 Bryan Dr Crowley,,Texas,75686
2252,180 Engelwood Dr Lake Orion,,Michigan,48359
2253,8549 Swan Ave Newaygo,,Michigan,49337
2254,18807 Lawrence 2086 Ash Grove,,Missouri,65604
2255,298 North College Snyder,,Texas,79549
2256,2505 W. Northgate Dr Irving,,Texas,75062
2257,2030 Powers Ferry Road Atlanta,,Georgia,30339
2258,2601 W. Lehigh Avenue Philadelphia,,Pennsylvania,19132
2259,7115 West 65th St. Little Rock,,Arkansas,72219
2260,1301 15th Street Greeley,,Colorado,80631
2261,P.O. Box 92Hillrose,,Colorado,80733
2262,1730 Otey  St. Lynchburg,,Virginia,24501
2263,2038 Sylvester Rd Lakeland,,Florida,33512
2264,75 Hanson st lexington,,Alabama,35648
2265,4114 Flint Ridge Dr Kansas,,Oklahoma,74347
2266,901 S.Grace Ave. Crawfordsville,,Indiana,47933
2267,100 N. Pacific Coast Hwy. Redondo Beach,,California,90277
2268,2704 38th Street Rock Island,,Illinois,61201
2269,7223 Lincoln Highway Bedford,,Pennsylvania,15522
2270,P.O. Box 3322Portland,,Oregon,97208
2271,10501 N. Thornydale Road Tucson,,Arizona,85742
2272,699 Blue Springs Church Rd Cleveland,,Tennessee,37312
2273,4180 U.S. 65  Walnut Shade,,Missouri,65771
2274,1340 US 127 Bypass Harrodsburg,,Kentucky,40330
2275,6 Garland Springs Mt. Vernon,,Arkansas,72111
2276,10411 Bailey Rd. Lowell,,Michigan,49331
2277,3651 S. Colorado Blvd. Englewood,,Colorado,80113
2278,223 N. Main St. Clinton,,Indiana,47842
2279,3900 Loop Road Monroe,,Louisiana,71201
2280,22726 Via Castilla Lake Forest,,California,92630
2281,1498 SE Tech Center Place Vancouver,,Washington,98683
2282,1700 Parker Ave. Tracy,,California,95376
2283,1027 E.Burlington Ave Fort Morgan,,Colorado,80701
2284,201 Holland Street Erie,,Pennsylvania,16503
2285,P.O. Box 305Fairburn,,Georgia,30213
2286,325 N Michigan Ave Big Rapids,,Michigan,49307
2287,P.O. Box 741417Dallas,,Texas,75374
2288,3860 HWY 127 South Danville,,Kentucky,40422
2289,P.O. Box 621Blair,,Nebraska,68008
2290,4125 Penn Ave Sinking Spring,,Pennsylvania,19608
2291,1855 Porter Rd. Fayetteville,,Arkansas,72704
2292,729 Main Street Polk,,Pennsylvania,16342
2293,6277 Jehovah Road Milo,,Oklahoma,73401
2294,202 E. Hanks Trail Woodward,,Oklahoma,73801
2295,31218 N 163 Ave Surprise,,Arizona,85387
2296,2401 Kirchoff  Rolling Meadows,,Illinois,60008
2297,11274 235th Lane Live Oak,,Florida,32060
2298,2000 Fry Gap Road Arab,,Alabama,35016
2299,3105 willow pass road bay point,,California,94565
2300,605 Fifth St. Kiel,,Wisconsin,53042
2301,88 Miller Rd Taylorsville,,Kentucky,40071
2302,2960 E. 38th St.  Marion,,Indiana,46953
2303,2202 N. 130th Rd. Hunter,,Kansas,67452
2304,19911 Bruce B. Downs Blvd. Tampa,,Florida,33647
2305,8650 Ferdinand st.  Houston,,Texas,77051
2306,13123 U.S. Highway 19 Hudson,,Florida,34667
2307,300 E 5th St Minonk,,Illinois,61760
2308,3992 Columbia Rd Martinez,,Georgia,30907
2309,P.O. Box 206Diamond,,Missouri,64840
2310,525 South Ave. Springfield,,Missouri,65806
2311,355 Bell Road Montgomery,,Alabama,36117
2312,P.O. Box 186South Roxana,,Illinois,62087
2313,5700 SOUTH COUNTRY CLUB WAY TEMPE,,Arizona,85283
2314,4510 Towson Ave Fort Smith,,Arkansas,72901
2315,108 NW Walnut St Atlanta,,Illinois,61723
2316,2727 Fernwood Ann Arbor,,Michigan,48104
2317,1829 County Rd. 6 Ironton,,Ohio,45638
2318,683 State Route 49 East Coudersport,,Pennsylvania,16915
2319,12012 62nd Ave E Puyallup,,Washington,98373
2320,4755 Kimball Bridge Rd. Alpharetta,,Georgia,30005
2321,109 Schoolhouse Road Oxford,,Maine,04270
2322,3662 Karl Rd. Columbus,,Ohio,43224
2323,P.O. Box 4Elmore,,Ohio,43416
2324,917 Lamar Street Fort Worth,,Texas,76132
2325,200 West Main St McMinnville,,Tennessee,37110
2326,P.O. Box 172Burlingame,,Kansas,66413
2327,5507 Stafford Drive Dublin,,Virginia,24084
2328,9821 Huron St. Northglenn,,Colorado,80260
2329,10231 S US HWY 421 Cawood,,Kentucky,40873
2330,351 W Jefferson Black River Falls,,Wisconsin,54615
2331,1337 22nd Street Sioux City,,Iowa,51104
2332,556 Cypress Lane Greenville,,Mississippi,38701
2333,2309 Center Street Flagstaff,,Arizona,86001
2334,P.O. Box 2248Claremore,,Oklahoma,74018
2335,302 N. Sixth Street Allentown,,Pennsylvania,18102
2336,4720 East Minnesota Street Indianapolis,,Indiana,46203
2337,5600 Grand Oak Blvd Galena,,Ohio,43021
2338,1818 Judson Rd Longview,,Texas,75605
2339,107 Fenley Ave Louisville,,Kentucky,40207
2340,200 E Live Oak Evant,,Texas,76525
2341,2505 Hwy 411 Madisonville,,Tennessee,37354
2342,2311 E. Chapman Ave. Fullerton,,California,92831
2343,212 West Jefferson Borger,,Texas,79007
2344,18 Sees Chapel Rd Crenshaw,,Mississippi,38621
2345,3300 Shalem Drive Northport,,Alabama,35473
2346,1709 Chruch St. Nashville,,Tennessee,37203
2347,645 11th Avenue Fairbanks,,Alaska,99701
2348,125 Kathwood D.r Athens,,Georgia,30607
2349,814 Tunbridge Bentonville,,Arkansas,72712
2350,309 NEBRASKA ST SUGAR CITY,,Colorado,81076
2351,1745 Derry St. Harrisburg,,Pennsylvania,17104
2352,P.O. Box 6316Springfield,,Virginia,22150
2353,2401 West Cypress Creek Road Fort Lauderdale,,Florida,33309
2354,P.O. Box 621Pampa,,Texas,79065
2355,1000 Regent University Drive Virginia Beach,,Virginia,23464
2356,1330 Mars Hill Road Florence,,Alabama,35630
2357,3923 Antioch Road Cedartown,,Georgia,30125
2358,4675 Timberland Ter. Collegedal,,Tennessee,37315
2359,2113 Government St Ocean Springs,,Mississippi,39564
2360,180 S. Moore School Rd. Troy,,Missouri,63379
2361,9690 - 116 St. Fishers,,Indiana,46037
2362,590 West South Boundary Perrysburg,,Ohio,43551
2363,235 Harpersville Road Newport News,,Virginia,23601
2364,3017 W. 8th St. Anderson,,Indiana,46011
2365,1025 W 2nd St Pomona,,California,91766
2366,20011 Grand River  Detroit,,Michigan,48219
2367,2521 Glenn Blvd SW Fort Payne,,Alabama,35968
2368,265 Harbor Point Rd. Gun Barrel City,,Texas,75147
2369,500 E. Jefferson St. Viroqua,,Wisconsin,54665
2370,2832 Conway-Wallrose Rd Baden,,Pennsylvania,15005
2371,450 W. Reynolds Rd Lexington,,Kentucky,40404
2372,6301 Winchester Road Fort Wayne,,Indiana,46819
2373,6139 hopewell church rd lancaster,,Ohio,43130
2374,38 Avenue Chicago,,Illinois,60627
2375,1340 North Main Street Washington,,Pennsylvania,15301
2376,1222 Toddington Dr. Murfeesboro,,Tennessee,37130
2377,1206 Wolters Ave Schulenburg,,Texas,78956
2378,9808 Davidge Drive Columbia,,Maryland,21044
2379,1551 Hobson Rd. Naperville,,Illinois,60540
2380,2673 W. John Beers Road Stevensville,,Michigan,49127
2381,5714 Old Union Rd Lufkin,,Texas,75904
2382,7706 Jade DR SW Lakewood,,Washington,98498
2383,301 S. Broadway Tecumseh,,Oklahoma,74873
2384,30290 Josie Billie Hwy Clewiston,,Florida,33440
2385,P.O. Box 959Port Hadlock,,Washington,98339
2386,P.O. Box 803Cuero,,Texas,77954
2387,3636 Illinois Road Wilmette,,Illinois,60091
2388,6340 Trotwood St Portage,,Michigan,49024
2389,2329 HWY 665 mONTEGUT,,Louisiana,70377
2390,3604 Terrier Street Belton,,Texas,76513
2391,P.O. Box 644Pleasanton,,Texas,78064
2392,6889 Bert Kouns Industrial Loop Shreveport,,Louisiana,71129
2393,135 Chaffee Road S Jacksonville,,Florida,32220
2394,1313 15th St SE DEMOTTE,,Indiana,46310
2395,104 W Main St Fulton,,Ohio,43321
2396,902 Kennedy Burlington,,Kansas,66839
2397,7 Winsted Rd Torrington,,Connecticut,06790
2398,12826 Lorain Ave Cleveland,,Ohio,44111
2399,919 N. Lavergne Chicago,,Illinois,60651
2400,3261 South Ave. 6E Yuma,,Arizona,85365
2401,2745 E. Hwy 140 Merced,,California,95340
2402,4579 State Road 21 Green Cove Springs,,Florida,32043
2403,4875 Lilburn Stone Mountain Road Lilburn,,Georgia,30047
2404,1201 S. 11th St. Goshen,,Indiana,46526
2405,70427 Martin Luther King Drive Tangipahoa,,Louisiana,70465
2406,P.O. Box 311192Enterprise,,Alabama,36331
2407,P.O. Box 852San Marcos,,Texas,78667
2408,700 E. Michigan St. Farwell,,Michigan,48622
2409,950 Kline Rd. Bellingham,,Washington,98226
2410,231 Woodland Beach Rd Lake Mills,,Wisconsin,53551
2411,1555 Seaboard Dr. Baton Rouge,,Louisiana,70810
2412,5122 W. Smithville Road Bartonville,,Illinois,61607
2413,290 Whitehall Rd. Elkton,,Maryland,21921
2414,44180 Riverside Parkway Lansdowne,,Virginia,20176
2415,P.O. Box 2300Hillsboro,,Missouri,63050
2416,4020 Bailey Circle Loganville,,Georgia,30062
2417,1007 Curve Road Pearisburg,,Virginia,24134
2418,1414 N Bankhead Carlisle,,Arkansas,72024
2419,301 N 33rd St Rogers,,Arkansas,72756
2420,1440 Dogwood Road Snellville,,Georgia,30078
2421,605 S. 3rd Street Cuba,,Illinois,61427
2422,1709 S. 112th Street Tacoma,,Washington,98444
2423,13928 PERRY PLACE RIVERVIEW,,Michigan,48193
2424,610 West Hawkeye Turlock,,California,95380
2425,257 S. Claremont Ave San Jose,,California,95127
2426,19092 Monrovia Road Orange,,Virginia,22960
2427,140 Satellite Blvd NE Suwanee,,Georgia,30024
2428,610 Locust Street San Angelo,,Texas,76904
2429,P.O. Box 57Onawa,,Iowa,51040
2430,324 Clifty St. Somerset,,Kentucky,42501
2431,620 W. Penn St. Bedford,,Pennsylvania,15522
2432,3920 Baldwin Orion,,Michigan,48359
2433,8134 Blanco Rd San Antonio,,Texas,78216
2434,4219 W. Baker Rd Batown,,Texas,77521
2435,125 E. South Dr. Moweaqua,,Illinois,62550
2436,2231 Green Valley Road New Albany,,Indiana,47150
2437,P.O. Box 427Mapleton,,Minnesota,56065
2438,2155 Long Hill rd Waterbury,,Connecticut,06010
2439,144 Arnott Drive Mt. Carmel,,Tennessee,37645
2440,2881 C Street Rosamond,,California,93560
2441,792 W. 10th St San Pedro,,California,90731
2442,P.O. Box 128Crossville,,Alabama,35962
2443,1101 S. First st Yukon,,Oklahoma,73099
2444,18788 W. Gages Lake Rd Gages Lake,,Illinois,60030
2445,4145 N Bank ST Kingman,,Arizona,86401
2446,166 willies exit ramp magee,,Mississippi,39111
2447,2895 Hammock rd. Gordon,,Georgia,31031
2448,1111 holy Dr Nashville,,Tennessee,37216
2449,6139 hopewell church road  Lancaster,,Ohio,43130
2450,702 CR 3300 N. Fisher,,Illinois,61843
2451,7575 Tezel Rd San Antonio,,Texas,78250
2452,609 New Street Twin City,,Georgia,30471
2453,1851 Houston Levee Rd Cordova,,Tennessee,38016
2454,8650 South 1300 West  West Jordan,,Utah,84088
2455,240 Wisconsin Dr. New Richmond,,Wisconsin,54017
2456,501 North P St. Livermore,,California,94551
2457,60 N Douglas Martinsville,,Indiana,26151
2458,5 Pursuit Aliso Viejo,,California,92656
2459,8169  Kent Ave NE Cairo,,Ohio,44632
2460,12268 SW 128 St  Miami,,Florida,33186
2461,4515 Sandy Spring Road Burtonsville,,Maryland,20866
2462,2200 Bergquist  Lackland AFB,,Texas,78236
2463,5409 Baumgartner Road St. Louis,,Missouri,63129
2464,6505 Kennington Circle Milton,,Florida,32570
2465,16912 East 480 Road Claremore,,Oklahoma,74019
2466,3838 S. Centinela Los Angeles,,California,90066
2467,1525 w Santa Ana Blvd Santa Ana,,California,90703
2468,7149 Brossette Shreveport,,Louisiana,71129
2469,123 Anystreet Memphis,,Tennessee,38114
2470,511 Morrison St McMinnville,,Tennessee,37110
2471,2602 South FM 116 Copperas Cove,,Texas,76522
2472,7891 W.450 S. Columbus,,Indiana,47201
2473,16695 De Witt Ave Morgan Hill,,California,95037
2474,2612 Sweetland Ave. Sarasota,,Florida,34232
2475,1401 Old Clyattville Road Valdosta,,Georgia,31601
2476,46 Willow Road Tequesta,,Florida,33469
2477,916 W. 5th St. Graceville,,Minnesota,56240
2478,220 Main St Utica,,Mississippi,39175
2479,7296 9 Mile Mecosta,,Michigan,49332
2480,17816 Woodward Ave Detroit,,Michigan,48203
2481,2119 Dean Rd Orlando,,Florida,32817
2482,2621 Village Blvd. West Palm Beach,,Florida,33409
2483,707 S 1st St Odessa,,Missouri,64076
2484,215 N. Ferguson St Havana,,Arkansas,72842
2485,500 Snyder Ave  Philadelphia,,Pennsylvania,19148
2486,300 E. Cleveland Coopersville,,Michigan,49404
2487,8805 north magnolia ave santee,,California,92071
2488,1268 W. 38th Street Norfolk,,Virginia,23508
2489,7000 N. 107th Street Milwaukee,,Wisconsin,53224
2490,4601 N. Old Dixie Hwy Fort Pierce,,Florida,34946
2491,217 W Cypress st OK,,Oklahoma,73523
2492,4445 Crescent Road Birmingham,,Alabama,35210
2493,1351 N. Pleasant Dr. Chandler,,Arizona,85225
2494,1190 Church St Jena,,Louisiana,71364
2495,430 Griswold St. Ripon,,Wisconsin,54971
2496,262 Gerry St. Gary,,Indiana,46406
2497,777 Glory Rd Los Angeles,,California,90010
2498,3088 Mostetler Rd. Harrison,,Michigan,48625
2499,5755 SW Erickson Ave. Beaverton,,Oregon,97005
2500,96 Hwy 72 Glen,,Mississippi,38846
2501,710 Katy Lane Whitewright,,Texas,75491
2502,2535 Hwy 20 N. Atlanta,,Georgia,30016
2503,8775 Flagship Drive Houston,,Texas,77029
2504,60 Middle River Drive Verona,,Virginia,24482
2505,11460 US 42 Union,,Kentucky,41091
2506,1132 North Madison Woodstock,,Illinois,60098
2507,401 W. New Orleans Broken Arrow,,Oklahoma,74012
2508,7707 Sanderson Lane Texarkaka,,Arkansas,71854
2509,21589 Highway 79 Danville,,Iowa,52623
2510,210 S. Ohio St. Camp Point,,Illinois,62320
2511,P.O. Box 2081Jasper,,Texas,75951
2512,700 Washington Ave Yuba City,,California,95991
2513,7693 Wheatland Rd. N Keizer,,Oregon,97308
2514,2915 Glenn Ave Sioux City,,Iowa,51106
2515,6025 Rogers Rd Lizella,,Georgia,31052
2516,413 Thompson Rd Alabaster,,Alabama,35007
2517,408 S. Olive St Marshfield,,Missouri,65803
2518,P.O. Box 436821316 Alberta St Oneida,,Tennessee,37841
2519,107 N. Center St.  La Harpe,,Illinois,61450
2520,341 Hood Ave.  (PO Box 568) Lebanon,,Kentucky,40033
2521,464 West Cypress St. Bastrop,,Louisiana,71220
2522,2100 Old Greenbrier Rd Chesapeake,,Virginia,23322
2523,16311 Whistling Pines Road Umatilla,,Florida,32784
2524,280 College St. Blountsville,,Alabama,35031
2525,2530 Crescent Avenue Eugene,,Oregon,97408
2526,2900 22nd Ave Gulfport,,Mississippi,39501
2527,1001 Forsythe Ave. Monroe,,Louisiana,71201
2528,10940 S. Nicholson Rd Oak Creek,,Wisconsin,53154
2529,210 n 5th piggott,,Arkansas,72454
2530,5075 Cleveland Avenue Columbus,,Ohio,43231
2531,8100 Greenbrook Pkwy Southaven,,Mississippi,38671
2532,2611 Easton Blvd Des Moines,,Iowa,50317
2533,8067 Hwy 336W Clinton,,Arkansas,72031
2534,119 N Cleveland Ave Westerville,,Ohio,43081
2535,3948 Hwy 90 Pace,,Florida,32571
2536,1555 Depot Rd. Angels Camp,,California,95222
2537,4 CR 542 Rienzi,,Mississippi,38865
2538,2950 E. Irvington Tucson,,Arizona,85712
2539,6200 S. 3rd St.  Louisville,,Kentucky,40214
2540,144 Arnott Drive Mt Carmel,,Tennessee,37645
2541,517 St Clair Ave Columbus,,Ohio,43203
2542,907 E. Dowling Road Anchorage,,Alaska,99518
2543,7820 Euclid Ave. At E. 79th Street Cleveland,,Ohio,44103
2544,2831 NE Newby St. McMinnville,,Oregon,97128
2545,2401 Curdes Ave Fort Wayne,,Indiana,46805
2546,515 Overdale Drvie Louisville,,Kentucky,40229
2547,P.O. Box 586Jellico,,Tennessee,37762
2548,1197 Lakeland Pines Dr Moneta,,Virginia,24121
2549,5105 Leonardtown Road Waldorf,,Maryland,20601
2550,14550 SE 65th CT Summerfield,,Florida,34441
2551,7277 Lebanon Road Murfreesboro,,Tennessee,37129
2552,695 Berkshire Lane Cincinnati,,Ohio,45220
2553,600 Craig Avenue Salem,,Virginia,24153
2554,11960 Argyle Rd. Irvington,,Alabama,36544
2555,115 S. 4th St. Sunbury,,Pennsylvania,17801
2556,480 Cooper Rd Loganville,,Georgia,30052
2557,3705 Meadowbridge Rd. Richmond,,Virginia,23222
2558,P.O. Box 1Hackett,,Arkansas,72937
2559,421 W. Pike St Lawrenceville,,Georgia,30043
2560,10500 East 350 Highway Raytown,,Missouri,64138
2561,2679 Darlington Road Beaver Falls,,Pennsylvania,15010
2562,1424 Co. Rd. 471 Crossville,,Alabama,35962
2563,2703 Wesley St Greenville,,Texas,75401
2564,13000 Basline  Little Rock,,Arkansas,72209
2565,950 University Dr Coral Gables,,Florida,33134
2566,2200 Pembrook Dr. Orlando,,Florida,32810
2567,449 CO RD 1800 E Fairfield,,Illinois,62837
2568,5665 Keigley St. Eau Claire,,Michigan,49111
2569,703 N Penelope Belton,,Texas,76513
2570,6402 elgin Ave. Lubbock,,Texas,79413
2571,4109 E Washington St Indianapolis,,Indiana,46201
2572,601 North 1st Street Patterson,,California,95363
2573,406 S Sergeant St Joplin,,Missouri,64801
2574,230 West Davidson St. Chaffee,,Missouri,63740
2575,316 E. Central Pacific,,Missouri,63069
2576,26868 Adams Avenue Murrieta,,California,92562
2577,20210 Manecke  Brooksville,,Florida,34601
2578,4050 Fairgound Road Montgomery,,Alabama,36110
2579,55 Harrison Ave Williamstown,,Massachusetts,01267
2580,120 S. Elliott Road Newberg,,Oregon,97132
2581,3838 W Humphrey St Tampa,,Florida,33614
2582,85 Pond Hill Road North Haven,,Connecticut,06473
2583,5901 Yorktown Blvd Corpus Christi,,Texas,78414
2584,5252 Woodland Drive Chincoteague Island,,Virginia,23336
2585,3109 South County Road 450 West Frankfort,,Indiana,46041
2586,5440 George Washington Memorial Highway Yorktown,,Virginia,23692
2587,110 E. Hamilton P.O. Box 155 Union Mills,,Indiana,46382
2588,2601 Emerson Drive SE Palm Bay,,Florida,32909
2589,2133 Berkey AVE. Goshen,,Indiana,46526
2590,2835 Aubin Ln. Baton Rouge,,Louisiana,70816
2591,4229 Hwy 78 E Anniston,,Alabama,36207
2592,2933 North 15th Street Fort Dodge,,Iowa,50501
2593,219 Market st Leechburg,,Pennsylvania,15656
2594,8814 Guilford Rd Columbia,,Maryland,21046
2595,2426 N Discovery Pl spokane VAlley,,Washington,99216
2596,716 E 12th Metropolis,,Illinois,62960
2597,1301 Gravois St. Louis,,Missouri,63158
2598,P.O. Box 335North Branch,,Minnesota,55056
2599,2414 S. W. W. White Rd. San Antonio,,Texas,78222
2600,600 W. Milgeo Ripon,,California,95366
2601,830 N. 16th Street Mount Vernon,,Washington,98273
2602,668 Walpole St. Norwood,,Massachusetts,02062
2603,1655 West St. Concord,,California,94521
2604,4011 Memorial Blvd Port Arthur,,Texas,77640
2605,1306 Danville Rd Decatur,,Alabama,35601
2606,P.O. Box 756Marshfield,,Wisconsin,54449
2607,4177 Hurricane Rd Cadiz,,Kentucky,42211
2608,3380 State Road 580 Safety Harbor,,Florida,34695
2609,224 se derby street albany,,Oregon,97322
2610,727 Collins Rd NE Cedar Rapids,,Iowa,52402
2611,13110 Fourteenth Street Detroit,,Michigan,48238
2612,104 Frazier Street Cumberland,,Kentucky,40823
